Album,Deluxe/Platinum Exclusive,Vault?,Song Title,Is there a Feature?,Lyrics,Length,Genre,Streams,Daily
1989,FALSE,FALSE,I Wish You Would,FALSE,"It's 2 A.M. in your car
Windows down, I pass my street
The memories start
You say it's in the past
And drive straight ahead
You think I'm gonna hate you now
'Cause you still don't know what I never said
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
It's 2 A.M. in my room
Headlights pass the window pane
I think of you
We're a crooked love
In a straight line down
Makes you wanna run and hide
Then it makes you turn right back around
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish we could go back
And remember what we were fighting for
Wish you knew that
I miss you too much to be mad anymore
And I wish you were right here, right now
It's all good
I wish you would
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I
You always knew how to push my buttons (I I I I, I I I wish, I wish, I)
You gave me everything and nothing (I I I I, I I I wish, I wish, I)
This mad, mad love makes you come rushing (I I I I, I I I wish, I wish, I)
Stand back where you stood (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would) (I wish, I wish, I)
2 A.M., here we are
See your face
Hear my voice in the dark
We're a crooked love
In a straight line down
Guess you wanna run and hide
But it made us turn right back around
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish we could go back
And remember what we were fighting for
Wish you knew that
I miss you too much to be mad anymore
And I wish you were right here, right now
It's all good
I wish you would
You always knew how to push my buttons (I I I I, I I I wish, I wish, I)
You gave me everything and nothing (I I I I, I I I wish, I wish, I)
This mad, mad love makes you come rushing (I I I I, I I I wish, I wish, I)
Stand back where you stood (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would) (I wish I, I wish I)
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I (I wish you would)",3:27,"bubblgum pop, electropop, synth-pop",,
1989,FALSE,FALSE,Bad Blood,FALSE,"Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we got bad blood (hey!)
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood (hey!)
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin
What was shiny? Now it's all rusted
Did you have to hit me
Where I'm weak? Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me
Oh, it's so sad to think about the good times
You and I
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we got bad blood (hey!)
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood (hey!)
Did you think we'd be fine?
Still got scars on my back from your knife
So don't think it's in the past
These kind of wounds, they last and they last
Now did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So, if you're coming my way, just don't
Oh, it's so sad to think about the good times
You and I
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood (hey!)
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood (hey!)
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts (ghosts)
Band-aids don't fix bullet holes (hey!)
You say sorry just for show (hey!)
If you live like that, you live with ghosts (hey!)
Hm, if you love like that, blood runs cold
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood (hey!)
Now we got problems
And I don't think we can solve 'em (think we can solve 'em)
You made a really deep cut
And, baby, now we got bad blood (hey!)
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done (look what you've done)
'Cause baby, now we got bad blood (hey!)
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood (hey!)",3:31,Pop rap,,
1989,FALSE,FALSE,Wildest Dreams,FALSE,"He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought Heaven can't help me now
Nothing lasts forever
But this is gonna take me down
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your wildest dreams, ah-ah, ha
Wildest dreams, ah-ah, ha
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothing lasts forever
But this is getting good now
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your wildest dreams, ah-ah, ha (ha-ah, ha)
Wildest dreams, ah-ah, ha
You'll see me in hindsight
Tangled up with you all night
Burning it down
Someday when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burning (burning) it (it) down (down)
Someday when you leave me
I bet these memories
Follow (follow) you (you) around (follow you around)
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just (pretend, just pretend) in your wildest dreams, ah-ah, ha (ah)
In your wildest dreams, ah-ah, ha
Even if it's just stayed in your wildest dreams, ah-ah, ha
In your wildest dreams, ah-ah, ha",3:40,"Dream pop, electropop, soft rock",,
1989,FALSE,FALSE,How You Get The Girl,FALSE,"Stand there like a ghost
Shaking from the rain, rain
She'll open up the door
And say, are you insane, -ane?
Say it's been a long six months (oh oh oh, oh oh oh, oh oh, oh oh)
And you were too afraid to tell her what you want, want (oh oh oh, oh oh oh, oh oh, oh oh)
And that's how it works
That's how you get the girl
And then you say
I want you for worse or for better
I would wait for ever and ever
Broke your heart, I'll put it back together
I would wait for ever and ever
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl
Remind her how it used to be, be
Yeah, with pictures in frames of kisses on cheeks, cheeks
Tell her how you must've lost your mind (oh oh oh, oh oh oh, oh oh, oh oh)
When you left her all alone and never told her why, why (oh oh oh, oh oh oh, oh oh, oh oh)
And that's how it works
That's how you lost the girl
And now you say
I want you for worse or for better
I would wait for ever and ever (ever and ever)
Broke your heart, I'll put it back together
I would wait for ever and ever
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl, yeah
And you could know, oh
That I don't want you to go
Remind me how it used to be
Pictures in frames of kisses on cheeks
And say you want me, yeah, yeah
And then you say I want you for worse or for better (worse or for better)
I would wait for ever and ever (ever and ever)
Broke your heart, I'll put it back together
I would wait for ever and ever (I want you for ever and ever)
And that's how it works
That's how you get the girl, girl, oh
(That's how it works) and that's how it works
That's how you get the girl, girl, oh (get the girl)
and that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you got the girl",4:07,"Bubblegum pop, electropop",,
1989,FALSE,FALSE,This Love,FALSE,"Clear blue water
High tide came and brought you in
And I could go on and on, on and on, and I will
Skies grew darker
Currents swept you out again
And you were just gone and gone, gone and gone
In silent screams
In wildest dreams
I never dreamed of this
This love is good
This love is bad
This love is alive back from the dead, oh, oh, oh
These hands had to let it go free, and
This love came back to me, oh, oh, oh
Ohh
Oh, oh, oh
Tossing, turning
Struggled through the night with someone new
And I could go on and on, on and on
Lantern, burning
Flickered in the night, only you
But you were still gone, gone, gone
In losing grip
On sinking ships
You showed up just in time
This love is good
This love is bad
This love is alive back from the dead, oh, oh, oh
These hands had to let it go free, and
This love came back to me, oh, oh, oh
This love left a permanent mark
This love is glowing in the dark, oh, oh, oh
These hands had to let it go free, and
This love came back to me, oh, oh, oh
Your kiss, my cheek
I watched you leave
Your smile, my ghost
I fell to my knees
When you're young, you just run
But you come back to what you need
This love is good
This love is bad
This love is alive back from the dead, oh, oh, oh
These hands had to let it go free, and
This love came back to me, oh, oh, oh
This love left a permanent mark
This love is glowing in the dark, oh, oh, oh
These hands had to let it go free, and
This love came back to me, oh, oh, oh
This love came back to me, oh, oh, oh",4:10,"Electro, soft rock",,
1989,FALSE,FALSE,I Know Places,FALSE,"I-I-I, I, I-I-I, I
I-I-I, I, I-I-I, I
I-I-I, I, I-I-I, I, I, I
You stand with your hand on my waistline
It's a scene, and we're out here in plain sight
I can hear them whisper as we pass by
It's a bad sign, bad sign
Somethin' happens when everybody finds out
See the vultures circling, dark clouds
Love's a fragile little flame, it could burn out
It could burn out
'Cause they got the cages, they got the boxes
And guns
They are the hunters, we are the foxes
And we run
Baby, I know places we won't be found, and
They'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places
I know places
Lights flash and we'll run for the fences
Let them say what they want, we won't hear it
Loose lips sink ships all the damn time
Not this time
Just grab my hand and don't ever drop it
My love
They are the hunters, we are the foxes
And we run
Baby, I know places we won't be found, and
They'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places
They are the hunters, we are the foxes
And we run
Just grab my hand and don't ever drop it
My love
Baby, I know places we won't be found, and
They'll be chasing their tails trying to track us down
'Cause I, I know places we can hide
I know places
they take their shots, but we're bulletproof
I know places
(Hide) and you know for me, it's always you
I know places
(I) in the dead of night, your eyes so green
I know places
(Hide) and I know for you, it's always me
I know places
I-I-I, I, I-I-I, I
I-I-I, I, I-I-I, I",3:15,"Electropop, experimental pop, trip-hop",,
1989,FALSE,FALSE,Clean,FALSE,"The drought was the very worst (Oh-oh, oh-oh)
When the flowers that we'd grown together died of thirst
It was months and months of back and forth (Oh-oh, oh-oh)
You're still all over me
Like a wine-stained dress I can't wear anymore

Hung my head as I lost the war
And the sky turned black like a perfect storm

Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning
Gone was any trace of you, I think I am finally clean
(Oh, oh, oh, oh)

There was nothing left to do (Oh-oh, oh-oh)
When the butterflies turned to
Dust that covered my whole room
So I punched a hole in the roof (Oh-oh, oh-oh)
Let the flood carry away all my pictures of you

The water filled my lungs, I screamed so loud
But no one heard a thing

Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning
Gone was any trace of you, I think I am finally clean
(Oh, oh, oh, oh)
I think I am finally clean
(Oh, oh)
Oh, oh, oh, oh, oh-oh
Said, I think I am finally clean
(Oh, oh)
Oh, oh, oh, oh, oh-oh

Ten months sober, I must admit
Just because you're clean, don't mean you don't miss it
Ten months older, I won't give in
Now that I'm clean, I'm never gonna risk it

The drought was the very worst (Oh-oh, oh-oh)
When the flowers that we'd grown together died of thirst
(Oh)

The rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning
Gone was any trace of you, I think I am finally clean
Rain came pouring down
When I was drowning, that's when I could finally breathe
And by morning
Gone was any trace of you, I think I am finally clean

(Oh, oh)
Finally clean
Think I'm finally clean
(Oh, oh)
Oh-oh, oh-oh
(Oh, oh, oh)
Think I'm finally clean",4:31,"Folktronica, soft rock, dream pop",,
1989,TRUE,FALSE,Wonderland,FALSE,"Flashing lights and we
Took a wrong turn and we
Fell down a rabbit hole
You held on tight to me
'Cause nothing's as it seems
And spinning out of control
Didn't they tell us don't rush into things?
Didn't you flash your green eyes at me?
Haven't you heard what becomes of curious minds?
Ooh, didn't it all seem new and exciting?
I felt your arms twisting around me
I should've slept with one eye open at night
We found Wonderland
You and I got lost in it
And we pretended it could last forever, eh, eh
We found Wonderland
You and I got lost in it
And life was never worse but never better, eh, eh
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
So we went on our way
Too in love to think straight
All alone, or so it seemed
But there were strangers watching
And whispers turned to talking
And talking turned to screams, oh
Didn't they tell us don't rush into things?
Didn't you flash your green eyes at me?
Didn't you call my fears with a Cheshire Cat smile?
Ooh, didn't it all seem new and exciting?
I felt your arms twisting around me
It's all fun and games 'til somebody loses their mind
Oh, darling, we found Wonderland
You and I got lost in it
And we pretended it could last forever, eh, eh
We found Wonderland
You and I got lost in it
And life was never worse but never better, eh, eh
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
(Eh, eh, eh, eh, eh) in Wonderland
I reached for you
But you were gone
I knew I had to go back home
You search the world for something else
To make you feel like what we had
And in the end, in Wonderland, we both went mad
Oh, we found Wonderland
You and I got lost in it
And we pretended it could last forever, eh, eh (last forever)
We found Wonderland
You and I got lost in it (got lost in it)
And life was never worse but never better, eh, eh (never better)
We found Wonderland (eh, eh, eh, eh, eh)
You and I got lost in it (in Wonderland)
And we pretended it (eh, eh, eh, eh, eh)
Could last forever (in Wonderland)
We found Wonderland (eh, eh, eh, eh, eh)
You and I got lost in it (in Wonderland)
And life was never worse but never better (eh, eh, eh, eh, eh)
In Wonderland",4:05,Electropop,,
1989,TRUE,FALSE,You Are in Love,FALSE,"One look, dark room
Meant just for you
Time moved too fast
You play it back
Buttons on a coat
Light-hearted joke
No proof, not much
But you saw enough
Small talk, he drives
Coffee at midnight
The light reflects
The chain on your neck
He says, ""Look up""
And your shoulders brush
No proof, one touch
But you felt enough
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love
Morning, his place
Burnt toast, Sunday
You keep his shirt
He keeps his word
And for once, you let go
Of your fears and your ghosts
One step, not much
But it said enough
You kiss on sidewalks
You fight and you talk
One night he wakes
Strange look on his face
Pauses, then says
You're my best friend
And you knew what it was
He is in love
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
And so it goes
You two are dancing in a snow globe, 'round and 'round
And he keeps the picture of you in his office downtown
And you understand now why they lost their minds and fought the wars
And why I've spent my whole life tryin' to put it into words
'Cause you can hear in the silence
You can feel it on the way home
You can see it with the lights out
You are in love, true love
You are in love
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love
You can hear it in the silence, silence, you
You can feel it on the way home, way home, you
You can see it with the lights out, lights out
You are in love, true love
You are in love",4:27,Electropop,,
1989,TRUE,FALSE,New Romantics,FALSE,"We're all bored
We're all so tired of everything
We wait for trains that just aren't coming
We show off our different scarlet letters
Trust me, mine is better
We're so young
But we're on the road to ruin
We play dumb but we know exactly what we're doin'
We cry tears of mascara in the bathroom
Honey, life is just a classroom
(Ah-ah-ah-ah-ah-ah)
'Cause baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free
We're all here
The lights and noise are blinding
We hang back
It's all in the timing
It's poker
He can't see it in my face
But I'm about to play my Ace (ah)
We need love
But all we want is danger
We team up
Then switch sides like a record changer
The rumors are terrible and cruel
But honey, most of them are true
(Ah-ah-ah-ah-ah-ah)
'Cause baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free
Oh-oh
(Oh, oh, oh-oh, oh)
So, come on, come along with me
(Oh, oh, oh-oh, oh)
The best people in life are free
(Oh, oh, oh-oh, oh)
Please take my hand and
Please take me dancing, and
Please leave me stranded
It's so romantic (it's so romantic)
(Ah-ah-ah-ah-ah-ah)
Oh, 'cause baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle (oh-oh)
But every night with us is like a dream
'Cause baby, I could build a castle (castle)
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heartbreak is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free",3:50,Synth-pop,,
1989,TRUE,FALSE,Bad Blood,TRUE,"Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you?ve done
'Cause, baby, now we've got bad blood, hey!
I can?t take it back, look where I?m at
We was OG like D.O.C., remember that?
My TLC was quite OD, ID my facts
Now POV of you and me, similar Iraq
I don't hate you, but I hate to critique, overrate you
These beats of a dark heart, use basslines to replace you
Take time and erase you, love don?t hear no more
No, I don't fear no more
Better yet, respect ain?t quite sincere no more
Oh, it's so sad to
Think about the good times
You and I
?Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
?Cause, baby, now we?ve got bad blood, hey!
Now we've got problems
And I don?t think we can solve 'em
You made a really deep cut
And, baby, now we?ve got bad blood, hey!
Remember when you tried to write me off?
Remember when you thought I'd take a loss?
Don?t you remember? You thought that I would need ya
Follow procedure, remember? Oh, wait, you got amnesia
It was my season for battle wounds
Battle scars, body bumped, bruised
Stabbed in the back; brimstone, fire jumping through
Still, all my life, I got money and power
And you gotta live with the bad blood now
Oh, it's so sad to
Think about the good times
You and I
'Cause, baby, now we?ve got bad blood
You know it used to be mad love
So take a look what you?ve done
'Cause, baby, now we?ve got bad blood, hey!
Now we've got problems
And I don?t think we can solve 'em
You made a really deep cut
And, baby, now we?ve got bad blood, hey!
Band-Aids don't fix bullet holes
You say sorry just for show
You live like that, you live with ghosts
You forgive, you forget, but you never let it go
Band-Aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold
?Cause, baby, now we?ve got bad blood
You know it used to be mad love
So take a look what you've done
?Cause, baby, now we've got bad blood, hey!
Now we?ve got problems
And I don't think we can solve ?em
You made a really deep cut
And, baby, now we've got bad blood, hey!
'Cause, baby, now we?ve got bad blood
You know it used to be mad love
So take a look what you?ve done
'Cause, baby, now we?ve got bad blood, hey!
Now we've got problems
And I don?t think we can solve 'em
You made a really deep cut
And, baby, now we?ve got bad blood, hey!",3:20,Pop rap,,
reputation,FALSE,FALSE,…Ready For It?,FALSE,"Knew he was a killer first time that I saw him
Wonder how many girls he had loved and left haunted
But if he's a ghost, then I can be a phantom
Holdin' him for ransom
Some, some boys are tryin' too hard
He don't try at all, though
Younger than my exes but he act like such a man, so
I see nothing better, I keep him forever
Like a vendetta-ta
I-I-I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know
In the middle of the night, in my dreams
You should see the things we do, baby (mmm)
In the middle of the night, in my dreams
I know I'm gonna be with you
So I'll take my time
Are you ready for it?
Knew I was a robber first time that he saw me
Stealing hearts and running off and never saying sorry
But if I'm a thief, then he can join the heist
And we'll move to an island, and
And he can be my jailer, Burton to this Taylor
Every love I've known in comparison is a failure
I forget their names now, I'm so very tame now
Never be the same now, now
I-I-I see how this is gon' go (go)
Touch me and you'll never be alone
I-Island breeze and lights down low (low)
No one has to know
(No one has to know)
In the middle of the night, in my dreams (eh)
You should see the things we do (we do), baby
In the middle of the night, in my dreams (my dreams)
I know I'm gonna be with you
So I'll take my time
Are you ready for it?
Oh, are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin (now)
Baby, let the games begin
Let the games begin
Let the games begin
I-I-I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know
In the middle of the night, in my dreams (my dreams)
You should see the things we do (we do), baby (baby, mmm, eh)
In the middle of the night, in my dreams (my dreams)
I know I'm gonna be with you
So I take my time (eh)
In the middle of the night
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?",3:28,"Electropop, industrial pop, tropical house",,
reputation,FALSE,FALSE,End Game,TRUE,"I wanna be your endgame
I wanna be your first string
I wanna be your A-Team (whoa-whoa, whoa)
I wanna be your endgame, endgame
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies (yeah)
Big reputation, big reputation
Ooh, you and me, we'd be a big conversation, ah
And I heard about you, ooh (yeah)
You like the bad ones too
You so dope, don't overdose
I'm so stoked, I need a toast
We do the most
I'm in the Ghost like I'm whippin' a boat
I got a reputation, girl, that don't precede me (yeah)
I'm one call away, whenever you need me (yeah)
I'm on a G5 (yeah), come to the A-Side (yeah)
I got a bad boy persona, that's what they like
You love it, I love it too 'cause you my type
You hold me down and I protect you with my life
I don't wanna touch you (I don't wanna be)
Just another ex-love (you don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you (I just wanna be)
Drinkin' on a beach with (you all over me)
I know what they all say (I know what they all say)
But I ain't tryna play
I wanna be your endgame (endgame)
I wanna be your first string (first string)
I wanna be your A-Team (A-Team)
I wanna be your endgame, endgame
Knew her when I was young
Reconnected when we were little bit older
Both sprung, I got issues and chips on both of my shoulders
Reputation precedes me, in rumors I'm knee-deep
The truth is, it's easier to ignore it, believe me
Even when we'd argue, we'd not do it for long
And you understand the good and bad end up in the song
For all your beautiful traits, and the way you do it with ease
For all my flaws, paranoia, and insecurities
I've made mistakes, and made some choices that's hard to deny
After the storm, something was born on the Fourth of July
I've passed days without fun, this endgame is the one
With four words on the tip of my tongue I'll never say
I don't wanna touch you (I don't wanna be)
Just another ex-love (you don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you (I just wanna be)
Drinkin' on a beach with (you all over me)
I know what they all say, yeah
But I ain't tryna play
I wanna be your endgame (endgame)
I wanna be your first string (wanna be your first string)
I wanna be your A-Team (A-Team)
I wanna be your endgame, endgame
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, oh
I got some big enemies (hey)
Big reputation, big reputation (yeah)
Ooh, you and me, we'd be a big conversation, ah
And I heard about you, ooh
You like the bad ones too
I hit you like, ""Bang""
We tried to forget it, but we just couldn't
And I bury hatchets but I keep maps of where I put 'em
Reputation precedes me, they told you I'm crazy
I swear I don't love the drama, it loves me
And I can't let you go, your handprint's on my soul
It's like your eyes are liquor, it's like your body is gold
You've been calling my bluff on all my usual tricks
So here's the truth from my red lips
I wanna be your endgame (endgame)
I wanna be your first string (me and you) (first string)
I wanna be your A-Team (be your A-Team now)
I wanna be your endgame, endgame
I wanna be your endgame (oh, I do)
I wanna be your first string (first string)
I wanna be your A-Team (A-Team)
I wanna be your endgame, endgame",4:04,"Pop rap, R&B",,
reputation,FALSE,FALSE,I Did Something Bad,FALSE,"I never trust a narcissist
But they love me
So I play 'em like a violin
And I make it look oh so easy
'Cause for every lie I tell them
They tell me three
This is how the world works
Now all he thinks about is me
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothing
I don't regret it one bit, 'cause he had it coming
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
I never trust a playboy
But they love me
So I fly him all around the world
And I let them think they saved me
They never see it comin'
What I do next
This is how the world works
You gotta leave before you get left
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
It just felt so good
They're burning all the witches, even if you aren't one
They got their pitchforks and proof
Their receipts and reasons
They're burning all the witches, even if you aren't one
So light me up (light me up), light me up (light me up)
Light me up, go ahead and light me up (light me up)
Light me up (light me up), light me up (light me up)
Light me up (light me up), light me up (light me up)
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
Oh, you say I did something bad
Then why's it feel so good, good?
So bad, why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good",3:58,"EDM, electro-trap, grunge",,
reputation,FALSE,FALSE,Don't Blame Me,FALSE,"Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
I've been breakin' hearts a long time, and
Toyin' with them older guys
Just playthings for me to use
Something happened for the first time, in
The darkest little paradise
Shakin, pacin', I just need you
For you, I would cross the line
I would waste my time
I would lose my mind
They say, ""She's gone too far this time""
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
My name is whatever you decide
And I'm just gonna call you mine
I'm insane, but I'm your baby (your baby)
Echoes (echoes) of your name inside my mind
Halo, hiding my obsession
I once was poison ivy, but now I'm your daisy
And baby, for you, I (I) would (would) fall from grace
Just (just) to (to) touch your face
If (if) you (you) walk away
I'd beg you on my knees to stay
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (yeah, ooh)
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Trip of my life, oh
Every time you're, every time you're touchin' me
You're touchin' me
Every time you're, every time you're lovin' me
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
Usin' for the rest of my life, ohh-oh
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (doin' it right, no)
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (oh)
Don't blame me, love made me crazy (ooh)
If it doesn't, you ain't doin' it right (you ain't doin' it right)
Oh, Lord, save me, my drug is my baby
I'll be usin' for (I'll be usin') the rest of my life (I'll be usin')
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life",3:56,"EDM, electropop, gospel",,
